6.800000000000000000e+01 1.584000000000000130e-01
7.000000000000000000e+01 1.499999999999999944e-01
7.200000000000000000e+01 1.434999999999999887e-01
7.400000000000000000e+01 1.405000000000000138e-01
7.600000000000000000e+01 1.388000000000000067e-01
7.800000000000000000e+01 1.363999999999999935e-01
8.000000000000000000e+01 1.335999999999999965e-01
8.200000000000000000e+01 1.302999999999999992e-01
8.400000000000000000e+01 1.264000000000000123e-01
8.600000000000000000e+01 1.232000000000000040e-01
8.800000000000000000e+01 1.215999999999999998e-01
9.000000000000000000e+01 1.213000000000000050e-01
9.200000000000000000e+01 1.214999999999999969e-01
9.400000000000000000e+01 1.208000000000000046e-01
9.600000000000000000e+01 1.197000000000000008e-01
9.800000000000000000e+01 1.176999999999999991e-01
1.000000000000000000e+02 1.159000000000000030e-01
1.020000000000000000e+02 1.140999999999999931e-01
1.040000000000000000e+02 1.131000000000000061e-01
1.060000000000000000e+02 1.126999999999999946e-01
1.080000000000000000e+02 1.135000000000000037e-01
1.100000000000000000e+02 1.155000000000000054e-01
1.125000000000000000e+02 1.180999999999999966e-01
1.150000000000000000e+02 1.140999999999999931e-01
1.175000000000000000e+02 1.044000000000000067e-01
1.200000000000000000e+02 1.067000000000000032e-01
1.215999999999999943e+02 1.168000000000000010e-01
1.250000000000000000e+02 1.353999999999999926e-01
1.300000000000000000e+02 1.438000000000000111e-01
1.350000000000000000e+02 1.433999999999999997e-01
1.400000000000000000e+02 1.408999999999999975e-01
1.450000000000000000e+02 1.363999999999999935e-01
1.500000000000000000e+02 1.312000000000000111e-01
1.550000000000000000e+02 1.270999999999999908e-01
1.600000000000000000e+02 1.226000000000000006e-01
1.650000000000000000e+02 1.152999999999999997e-01
1.700000000000000000e+02 1.069999999999999979e-01
1.750000000000000000e+02 1.015000000000000069e-01
1.800000000000000000e+02 9.810000000000000664e-02
1.850000000000000000e+02 9.520000000000000684e-02
1.900000000000000000e+02 9.289999999999999647e-02
1.950000000000000000e+02 9.059999999999999998e-02
2.000000000000000000e+02 8.719999999999999973e-02
2.063219162967596958e+02 9.429246044403150062e-02
2.189502785301916106e+02 8.811309332136407768e-02
2.321057775092482984e+02 9.154383273156185830e-02
2.476477160680712473e+02 8.804044236701136228e-02
2.633472226644141756e+02 7.308241847195262597e-02
2.799921375288502077e+02 7.453140134442481912e-02
2.953363998134354915e+02 9.345293831493461933e-02
3.131845615215623866e+02 1.081486115616782095e-01
3.430422728000377219e+02 1.229976590252077617e-01
3.568624224116505275e+02 1.265615918517187799e-01
3.695366226360416704e+02 1.313686632103071572e-01
3.859122393734238585e+02 1.477958508085819300e-01
3.931173961466546416e+02 1.575068614648956755e-01
4.046255928762085432e+02 1.732801905042669066e-01
4.178326595574928888e+02 1.857236841963466611e-01
5.561344262331855361e+02 2.885368905550883545e-01
5.750884290918165789e+02 3.014082176349327513e-01
7.205208658215465221e+02 3.911281078361892316e-01
7.399561674348431097e+02 4.025141265663851886e-01
7.895729110222740701e+02 4.300851630772843937e-01
8.096413496735145827e+02 4.387386987414430006e-01
8.154054750920994366e+02 4.405428640775981286e-01
8.361758077462362735e+02 4.426255247085011391e-01
8.405246856720317510e+02 4.421492573511680568e-01
8.607965303302650000e+02 4.355057313635597449e-01
8.656123826143792712e+02 4.327893929742259171e-01
8.836983288334614599e+02 4.181784791742273466e-01
8.933930606338868756e+02 4.075512592804237944e-01
9.076515358970701755e+02 3.862120600763432332e-01
9.444909438126816212e+02 3.104411527172874496e-01
9.554977876799542855e+02 2.852030190537565568e-01
9.843699824965921152e+02 2.109698902285006561e-01
9.944944453279689469e+02 1.849648853599542564e-01
1.022369664174285731e+03 1.134682757547759158e-01
1.033442400118646674e+03 8.829068452293442615e-02
1.045801464267998199e+03 6.321803356858168854e-02
1.060117236987650358e+03 4.193534064215009849e-02
1.061039726238777348e+03 4.091419115744254764e-02
1.079168645560954701e+03 2.645665160450128006e-02
1.099563679774231787e+03 1.533298352262058017e-02
